Species,Family,Order,DR,Insularity,MigratoryBehavior,DietBreadth,HabitatBreadth,BodySize,BrainSize,BrainSampleSize,RelativeBrainSize,BrainSD,BrainReference
Cinclosoma_punctatum,Cinclosomatidae,PASSERIFORMES,0.089,continental,resident,0.153,1.633,113.5,2.11,4,0.386,0.048,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Cinclus_mexicanus,Cinclidae,PASSERIFORMES,0.063,continental,resident,0.016,2.219,56.75,1.4,2,0.364,0.071,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cinnyricinclus_leucogaster,Sturnidae,PASSERIFORMES,0.066,continental,migrant,0.063,3.533,44,1.18,3,0.336,0.025,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Circaetus_gallicus,Accipitridae,ACCIPITRIFORMES,0.102,continental,migrant,0.008,4.205,1717.25,13,1,0.681,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Circus_aeruginosus,Accipitridae,ACCIPITRIFORMES,0.242,continental,migrant,0.02,4.829,711.5,5.48,3,0.311,0.057,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Circus_cyaneus,Accipitridae,ACCIPITRIFORMES,0.233,continental,migrant,0.003,5.573,401,4.78,11,0.496,0.059,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cissa_chinensis,Corvidae,PASSERIFORMES,0.139,continental,resident,0.025,2.553,126.75,3.45,6,0.816,0.056,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cissopis_leverianus,Thraupidae,PASSERIFORMES,0.171,continental,resident,NA,2.183,76,1.71,4,0.401,0.066,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cisticola_cherina,Cisticolidae,PASSERIFORMES,0.244,continental,resident,0,4.465,10,0.43,2,0.158,0.008,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cisticola_exilis,Cisticolidae,PASSERIFORMES,0.229,continental,resident,0,2.85,7.05,0.39,2,0.256,0.009,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cisticola_fulvicapilla,Cisticolidae,PASSERIFORMES,0.21,continental,resident,0.053,4.688,10.25,0.51,3,0.314,0.042,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cistothorus_palustris,Troglodytidae,PASSERIFORMES,0.13,continental,migrant,0.005,3.12,10.7,0.52,8,0.31,0.067,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cladorhynchus_leucocephalus,Recurvirostridae,CHARADRIIFORMES,0.052,continental,resident,0.07,3.667,221.15,1.61,4,-0.259,0.156,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Clamator_glandarius,Cuculidae,CUCULIFORMES,0.035,continental,migrant,0.01,2.891,143.75,1.9,5,0.149,0.037,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Clangula_hyemalis,Anatidae,ANSERIFORMES,0.125,continental,migrant,0.015,2.739,873,4.88,10,0.08,0.082,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Claravis_pretiosa,Columbidae,COLUMBIFORMES,0.059,continental,resident,0.185,2.337,68.2,0.9,5,-0.18,0.064,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Climacteris_erythrops,Climacteridae,PASSERIFORMES,0.086,continental,resident,0,1.976,23.3,0.88,1,0.399,0.071,"Franklin, D. C., Garnett, S. T., Luck, G. W., Gutierrez-Ibanez, C., & Iwaniuk, A. N. (2014). Relative brain size in Australian birds. Emu-Austral Ornithology, 114(2), 160-170."
Climacteris_melanurus,Climacteridae,PASSERIFORMES,0.094,continental,resident,0.041,2.22,31.9,0.86,4,0.2,0.052,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Climacteris_picumnus,Climacteridae,PASSERIFORMES,0.136,continental,resident,0.053,3.519,34.9,1,10,0.301,0.043,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Climacteris_rufus,Climacteridae,PASSERIFORMES,0.153,continental,resident,0.086,3.316,33.3,1.03,2,0.356,0.062,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Clytorhynchus_pachycephaloides,Monarchidae,PASSERIFORMES,0.523,insular,resident,0.025,1.583,24.75,1.05,1,0.542,0.071,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Cnemophilus_loriae,Cnemophilidae,PASSERIFORMES,0.051,continental,resident,0.071,1.674,82.3,2.15,1,0.585,0.071,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Cnemotriccus_fuscatus,Tyrannidae,PASSERIFORMES,0.102,continental,resident,0,3.78,13.5,0.46,2,0.057,0.078,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coccothraustes_vespertinus,Fringillidae,PASSERIFORMES,0.086,continental,migrant,0.178,2.225,57.19,1.7,10,0.554,0.069,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coccyzus_americanus,Cuculidae,CUCULIFORMES,0.113,continental,migrant,0.078,3.551,64,1.17,10,0.118,0.041,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coccyzus_erythropthalmus,Cuculidae,CUCULIFORMES,0.044,continental,migrant,0.064,2.616,50.5,1.01,6,0.103,0.05,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coccyzus_vetula,Cuculidae,CUCULIFORMES,0.108,continental,resident,0.008,2.208,99.3,2,10,0.407,0.058,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Cochlearius_cochlearius,Ardeidae,PELECANIFORMES,0.03,continental,resident,NA,2.326,645,5.83,4,0.428,0.033,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coereba_flaveola,Coerebidae,PASSERIFORMES,0.111,continental,resident,0.056,3.049,8.54,0.44,10,0.269,0.047,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colaptes_auratus,Picidae,PICIFORMES,0.155,continental,migrant,0.155,4.697,126.5,3.06,11,0.697,0.093,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colinus_virginianus,Odontophoridae,GALLIFORMES,0.258,continental,resident,0.112,3.181,166,1.3,10,-0.312,0.048,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colius_striatus,Coliidae,COLIIFORMES,0.031,continental,resident,0.027,5.317,56.4,1.14,9,0.162,0.074,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Collocalia_esculenta,Apodidae,APODIFORMES,0.075,continental,resident,0,1.99,6.1,0.2,7,-0.331,0.071,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Collocalia_spodiopygia,Apodidae,APODIFORMES,0.125,continental,resident,0,2.938,6.79,0.24,10,-0.208,0.033,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colluricincla_harmonica,Colluricinclidae,PASSERIFORMES,0.077,continental,resident,0.05,4.151,66,2,7,0.636,0.098,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colluricincla_megarhyncha,Colluricinclidae,PASSERIFORMES,0.049,continental,resident,0.069,2.062,35.1,1.34,7,0.59,0.082,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Colonia_colonus,Tyrannidae,PASSERIFORMES,0.075,continental,resident,0,1.871,18.3,0.47,6,-0.092,0.066,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Columba_arquatrix,Columbidae,COLUMBIFORMES,0.109,continental,resident,0.185,2.449,500,2.25,2,-0.381,0.094,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Columba_guinea,Columbidae,COLUMBIFORMES,0.17,continental,resident,0.169,4.131,352,2.12,6,-0.244,0.056,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Columba_leucomela,Columbidae,COLUMBIFORMES,0.192,continental,resident,0.169,1.871,420,2.29,7,-0.266,0.06,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Columba_leuconota,Columbidae,COLUMBIFORMES,0.192,continental,migrant,0,2.788,284.75,1.96,3,-0.204,0.026,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Columba_oenas,Columbidae,COLUMBIFORMES,0.2,continental,migrant,0.132,7.038,291,1.95,2,-0.221,0.071,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Columba_vitiensis,Columbidae,COLUMBIFORMES,0.189,continental,resident,0.185,3.018,380,2.23,3,-0.236,0.09,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Columbina_buckleyi,Columbidae,COLUMBIFORMES,0.15,continental,resident,NA,1.581,57,0.76,2,-0.249,0.056,"Fristoe, T. S., Iwaniuk, A. N., & Botero, C. A. (2017). Big brains stabilize populations and facilitate colonization of variable habitats in birds. Nature ecology & evolution, 1(11), 1706."
Columbina_inca,Columbidae,COLUMBIFORMES,0.193,continental,resident,0.169,2.906,42.5,0.73,10,-0.125,0.052,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Columbina_minuta,Columbidae,COLUMBIFORMES,0.236,continental,resident,0,3.993,32.9,0.56,6,-0.246,0.047,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Columbina_passerina,Columbidae,COLUMBIFORMES,0.137,continental,resident,0.181,3.988,33,0.64,10,-0.114,0.051,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Columbina_picui,Columbidae,COLUMBIFORMES,0.069,continental,migrant,0,3.691,51.6,0.75,4,-0.206,0.06,"Sayol, F., Maspons, J., Lapiedra, O., Iwaniuk, A. N., Székely, T., & Sol, D. (2016). Environmental variation and the evolution of large brains in birds. Nature communications, 7, 13971."
Columbina_talpacoti,Columbidae,COLUMBIFORMES,0.236,continental,resident,0.175,3.167,46.5,0.72,10,-0.189,0.073,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Conopophaga_lineata,Conopophagidae,PASSERIFORMES,0.108,continental,resident,0.025,2.401,21.25,0.7,3,0.222,0.022,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Conopophila_albogularis,Meliphagidae,PASSERIFORMES,0.092,continental,resident,0.172,3.742,10.5,0.55,3,0.376,0.14,"Sayol, F., Downing, P. A., Iwaniuk, A. N., Maspons, J., & Sol, D. 2018. Predictable evolution towards larger brains in birds colonizing oceanic islands. Nature communications, 9(1), 2820."
Conopophila_rufogularis,Meliphagidae,PASSERIFORMES,0.096,continental,resident,0.118,3.267,10.8,0.44,2,0.137,0.089,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Contopus_cooperi,Tyrannidae,PASSERIFORMES,0.223,continental,migrant,0,4.7,32.1,0.64,3,-0.099,0.039,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Contopus_latirostris,Tyrannidae,PASSERIFORMES,0.283,insular,resident,0,2.668,10.8,0.38,7,-0.009,0.072,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Contopus_virens,Tyrannidae,PASSERIFORMES,0.231,continental,migrant,0.024,2.982,14.2,0.45,6,0.006,0.08,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Copsychus_saularis,Muscicapidae,PASSERIFORMES,0.487,continental,resident,0.079,4.307,36,1.1,10,0.379,0.059,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
Coracias_caudatus,Coraciidae,CORACIIFORMES,0.119,continental,resident,0.008,3.837,108,2.06,5,0.39,0.071,"Iwaniuk, A. N., & Nelson, J. E. (2003). Developmental differences are correlated with relative brain size in birds: a comparative analysis. Canadian Journal of Zoology, 81(12), 1913-1928."
